ID;Nom;Categorie;Photo;Reference;EstDansCarte;Remarque;Sync_Prix;EstCocktail;Quantite;ID_VERRE;DateCreation;estBrochette;Ref_Lettre;Ref_Chiffre;Ref_DerniereLettre
528;Babylone;bonnes adresses;0x;Q9;1;verre tiki pt;12;1;50;5;38749;1;Q;9;
529;Trash attitude;vodkaterie;0x;H56;1;verre cabernet ;12;1;50;5;39479;1;H;56;
530;69 Attitude;vodkaterie;0x;H57;1;"verre bartender

";13;1;50;4;40210;1;H;57;
531;Mode off attitude ;tequilaterie;0x;J26;1;"skull

";13;1;50;4;40210;1;J;26;
532;Sex attitude;mojito party;0x;M29;1;"verre V25/menthe fraiche/piler/broyeur/glace pilée/fluo

";13;1;75;7;40210;1;M;29;
533;Suicide attitude;ginto &Co;0x;K14;1;verre bartender;13;1;50;4;40210;1;K;14;
534;Casper;Mocktail;0x;A112;1;"verre monster large 

";10;1;100;8;40210;1;A;112;
535;Rock and Roll attitude;vodkaterie;0x;H58;1;verre tiki pt ;12;1;50;6;40210;1;H;58;
536;Clubber attitude;Sweety;0x;S38;1;verre fist ;15;1;75;7;40210;1;S;38;
537;Belgo attitude;tequilaterie;0x;J27;1;verre bartender ;13;1;50;4;41562;1;J;27;
538;QDB attitude on top;vodkaterie;0x;H59;1;verre cabernet;12;1;50;5;41581;1;H;59;
539;Emouvant attitude;vodkaterie;0x;H60;1;"sverre sngria /haker sans sirop 

";12;1;50;5;41557;1;H;60;
540;Klass a Dallas attitude ;Sweety;0x;S41;1;verre monster;15;1;75;7;39479;1;S;41;
541;Love attitude;tequilaterie;0x;J28;1;verre cabernet ;12;1;50;5;39479;1;J;28;
542;Lolesk attitude;rhumerie;0x;I20;1;verre cabernet;12;1;50;5;39479;1;I;20;
543;Beware attitude;rhumerie;0x;I24;1;verre weizenbeer/shaker sans piment ;13;1;75;7;39479;1;I;24;
544;Travel attitude;tequilaterie;0x;J29;1;verre cabernet ;12;1;50;5;39479;1;J;29;
545;Kaotik attitude;Sweety;0x;S51;1;verre fist;15;1;75;7;38384;1;S;51;
546;Bea attitude;rhumerie;0x;I28;1;verre anans /shaker;12;1;50;5;38384;1;I;28;
547;Garce attitude;vodkaterie;0x;H61;1;verre weizenbeer;12;1;75;7;40210;1;H;61;
548;Darth Tyranus;bulles;0x;G29;1;"glace pilée/fluo

";13;1;75;7;40210;1;G;29;
549;Da Vinci;Sweety;0x;M17;1;"verre V25/menthe fraiche/piler/broyeur/glace pilée/fluo

";15;1;75;7;40210;1;M;17;
550;Kylo ren;bulles;0x;G30;1;verre weizenbeer ;13;1;75;7;40210;1;G;30;
551;Clone war;"Sweety

SweetY";0x;S12;1;verre monster ;15;1;75;7;40210;1;S;12;
552;Padawan;bulles;0x;G32;1;verre organique - monster ;15;1;75;7;40940;1;G;32;
553;C-3po;bulles;0x;G34;1;verre weizenbeer ;13;1;75;7;40210;1;G;34;
554;Windu;bulles;0x;G35;1;verre weizenbeer ;13;1;75;7;40210;1;G;35;
555;Jar jar binks;bulles;0x;G36;1;verre palladio;13;1;75;7;40210;1;G;36;
556;Boba fett;bulles;0x;G37;1;verre fist;13;1;75;7;40210;1;G;37;
557;Sam Vador;bulles;0x;G38;1;"verre weizenbeer 

";13;1;75;7;40210;1;G;38;
558;Leia;bulles;0x;G39;1;verre weizenbeer ;13;1;75;7;40210;1;G;39;
559;Capitaine phasma;bulles;0x;G40;1;verre weizenbeer;13;1;75;7;40210;1;G;40;
560;Yoda;bulles;0x;G41;1;verre weizenbeer ;13;1;75;7;40210;1;G;41;
561;Biohazard;bonheur en concentré;0x;T1;1;verre bartender ;12;1;50;5;40940;1;T;1;
562;Zoovage ;bonheur en concentré;0x;T10;1;verre ananas ;12;1;50;5;40210;1;T;10;
563;Antiride;pharmacocktailerie;0x;T11;1;verre E18;12;1;50;6;40210;1;T;11;
564;i love boobs ;bulles;0x;G50;1;verre weizenbeer ;13;1;75;7;40210;1;G;50;
565;Boris le hachoir;bonheur en concentré;0x;T13;1;verre palladio;13;1;50;5;40210;1;T;13;
566;Docteur Wasabi;bulles;0x;G51;1;verre fist ;13;1;75;7;40210;1;G;51;
567;Luffy;bonheur en concentré;0x;T15;1;verre coupe a glace ;12;1;50;5;40210;1;T;15;
568;Rrrrrrrrrrrrrr;bonheur en concentré;0x;T16;1;verre E18;12;1;50;6;40210;1;T;16;
569;La part des anges ;bonheur en concentré;0x;T17;1;verre fiole ;15;1;50;6;40210;1;T;17;
570;Nounoune slap;bonheur en concentré;0x;T18;1;verre bartender ;12;1;50;5;40210;1;T;18;
571;Flamant rose;bonheur en concentré;0x;T19;1;verre cabernet ;12;1;50;5;40940;1;T;19;
572;Constancia;bonheur en concentré;0x;T2;1;verre cabernet ;12;1;50;5;40210;1;T;2;
573;Van Gogh mojito;mojito party;0x;M45;1;"verre ananas/menthe fraiche/piler/broyeur

";13;1;50;4;40940;1;M;45;
574;Woody Allen;mojito party;0x;M9;1;verre palladio/facon mojito;13;1;50;4;40940;1;M;9;
575;Trinosphie;bonheur en concentré;0x;T22;1;verre coupe plate ;12;1;50;5;40940;1;T;22;
576;Paintball;bonheur en concentré;0x;T23;1;verre coupe plate ;12;1;50;6;40210;1;T;23;
577;Gazelle;bonheur en concentré;0x;T24;1;verre sangria ;12;1;50;5;40210;1;T;24;
578;Klingon;Oompa LoOmpa;0x;F37;1;"verre à martini rafraichis/cuillere à etage /toping chocolat sur verre accorde

";12;1;35;3;40210;1;F;37;
579;Druide;bonheur en concentré;0x;T26;1;verre cabernet ;13;1;50;4;40210;1;T;26;
580;Qui cherche embrouille goute a mes couilles;les anecdotiques;0x;V29;1;verre cabernet/melanger ;12;1;50;5;40210;1;V;29;
581;Gland cerebral;Sweety;0x;S36;1;"verre monster/glace pilée

";15;1;75;7;40210;1;S;36;
582;Khazare;bonheur en concentré;0x;T29;1;verre ananas ;13;1;50;6;40210;1;T;29;
583;Doudou;bonheur en concentré;0x;T3;1;verre E18;12;1;50;6;40210;1;T;3;
584;Mother fucker;hardcore;0x;Y2D;1;verre weizenbeer ;25;1;50;7;41640;1;Y;2;D
585;Picouze;hardcore;0x;Y0G;1;verre weizenbeer ;25;1;50;7;41671;1;Y;0;G
586;Paradoxe de Fermi;bonheur en concentré;0x;T32;1;diamant long ;15;1;75;7;45427;1;T;32;
587;Arsh Del tauro;hardcore;0x;Y0O;1;verre monster ;25;1;75;7;41671;1;Y;0;O
588;Dariouska;bonheur en concentré;0x;T4;1;verre tiki pt ;12;1;50;6;40210;1;T;4;
589;Taratata;bonheur en concentré;0x;T5;1;verre cabernet/melanger ;12;1;50;5;40179;1;T;5;
590;izma;bonheur en concentré;0x;T6;1;verre ananas ;12;1;50;6;40210;1;T;6;
591;Chippa munka;bonheur en concentré;0x;T7;1;verre e18;12;1;50;6;40210;1;T;7;
592;Florby;bonheur en concentré;0x;T8;1;verre bartender ;12;1;50;5;40210;1;T;8;
593;L'antre de Davy Jones ;bonheur en concentré;0x;T9;1;skull;15;1;75;7;40210;1;T;9;
594;Barjot;bonheur en concentré;0x;U1;1;skull/3 pipettes absynthe ;15;1;50;6;40210;1;U;1;
595;La mutante;bonheur en concentré;0x;U2;1;"verre bartender/3 pipettes absynthe 

";13;1;50;5;40210;1;U;2;
596;Venom;bonheur en concentré;0x;U3;1;"verre palladio/3 pipettes absynthe 

";13;1;50;4;40210;1;U;3;
597;Coeur de pierre;bonheur en concentré;0x;U4;0;;12;1;50;5;40210;1;U;4;
598;Lundi perdu;Sweety;0x;S31;1;"verre coupe a glace/glace pilée/Liqueur banane verte en dernier dans le verre/

";15;1;50;4;41671;1;S;31;
599;Satanas;bonheur en concentré;0x;U6;1;verre palladio;13;1;50;4;41671;1;U;6;
600;Flerken;mojito party;0x;M51;1;verre fiole facon mojito;15;1;50;6;40940;1;M;51;
601;Team phallus;les anecdotiques;0x;V10;1;verre bartender/15cl mix z2h+2cl s orgeat+diabolo;13;1;50;4;40940;1;V;10;
602;Let s Go Brandon;freaky;0x;L46;1;verre cognac;15;1;50;4;40940;1;L;46;
603;Pigme morfale;bulles;0x;G56;1;verre bartender  ;13;1;50;4;40940;1;G;56;
604;Baisse ta culotte, je pilote ;les anecdotiques;0x;V13;1;verre skull;13;1;50;4;40940;1;V;13;
605;La pantère rose ;Mocktail;0x;A109;1;verre boule sa ;10;1;100;8;40940;1;A;109;
606;Tiroir ananas;les anecdotiques;0x;V15;1;verre sangria ;12;1;50;6;40940;1;V;15;
607;Picoti picota;les anecdotiques;0x;V16;1;verre ananas ;12;1;65;5;40909;1;V;16;
608;Kaa;ginto &Co;0x;K12;1;verre cabernet  ;12;1;65;5;40909;1;K;12;
609;Baghera;vodkaterie;0x;H45;1;verre E18;12;1;50;6;40909;1;H;45;
610;Marsupilami;bulles;0x;G43;1;verre bartender ;13;1;50;4;40909;1;G;43;
611;Wanna Be Your Dog ;Sweety;0x;S18;1;verre palladio;15;1;50;4;40940;1;S;18;
612;Spider cochon;les anecdotiques;0x;V20;1;verre bartender ;13;1;50;4;40909;1;V;20;
613;Pinpin;vodkaterie;0x;H46;1;verre bartender;12;1;65;5;40909;1;H;46;
614;zeste d'Amour ;bulles;0x;G44;1;verre fist ;13;1;75;7;40909;1;G;44;
615;Maracasse;Oompa LoOmpa;0x;F27;1;"oldfashion/shaker et egrainer 1 fruit de la passion/ filtrer le tout /glace pilée/garnir un fruit de la passion de framboise fraiche et feuille de menthe sur bord du verre

";12;1;35;3;40909;1;F;27;
616;Ladies night;freaky;0x;L47;1;verre bocal;15;1;50;6;40909;1;L;47;
617;Manusse;freaky;0x;L36;1;"verre palladio

";15;1;50;4;40909;1;L;36;
618;Cunningham;les anecdotiques;0x;V25;1;verre v25/mixZ2q:11cl+2CL GIN+limonade+2 curacao bleu;13;1;50;6;41561;1;V;25;
619;Burn out;mojito party;0x;M26;1;verre aquarium/facon mojito ;13;1;75;7;41562;1;M;26;
620;Magritto;mojito party;0x;M7;1;"verre Weizenbeer/menthe fraiche/piler/broyeur/glace pilée

";12;1;75;7;41557;1;M;7;
621;Jerricane attitude 5L;grand format;0x;Z5M;1;"dans une jerricane de 5L pour 8 à 10 personnes 

";90;1;1000;11;41275;1;Z;5;M
622;Je crois que j ai vue un gros zizi;les anecdotiques;0x;V3;1;verre palladio;13;1;50;4;40940;1;V;3;
623;Perle du Nord;Sweety;0x;S30;1;verre organique / Monster ;15;1;75;7;41580;1;S;30;
624;Razta chatte ;les anecdotiques;0x;V4;1;verre sangria ;12;1;50;5;40940;1;V;4;
625;Rien merci;les anecdotiques;0x;V5;1;;12;1;50;5;40940;1;V;5;
626;Tit battard;Sweety;0x;S27;1;"verre coupe a glace/glace pilée/

shaker";15;1;50;4;40940;1;S;27;
627;Minautore;Sweety;0x;S21;1;"verre bartender/glace pilée/fluo

";15;1;50;4;40940;1;S;21;
628;Zoulou;bulles;0x;G45;1;verre weizenbeer ;13;1;75;7;40940;1;G;45;
629;Chichi ;vodkaterie;0x;H48;1;verre coupe a glace/ dans shaker 8cl mix Z2o(colada)+5 vodka+jus ananas+shaker fort+cerise marascin;12;1;50;5;40940;1;H;48;
630;Cupidon;grand format;0x;Z5A;1;"arrosoir

";25;1;200;15;38384;1;Z;5;A
631;Big mojito;grand format;0x;Z5I;0;"menthe fraiche/piler/broyeur/glace pilée

pour 5 à 10 personnes 

";75;1;1000;11;41196;1;Z;5;I
632;Zamoureux;grand format;0x;Z5B;1;"arrosoir

";25;1;200;15;38397;1;Z;5;B
633;Lion;cocktails astrales;0x;Z3C;1;"arrosoir/tt fois 2

";25;1;200;15;40940;1;Z;3;C
634;Gémeaux;cocktails astrales;0x;Z3D;1;"arrosoir/tt fois 2

";25;1;200;15;38384;1;Z;3;D
635;Bélier;cocktails astrales;0x;Z3E;1;"arrosoir/tt fois 2

";25;1;200;15;40940;1;Z;3;E
636;Californication;grand format;0x;Z5F;0;;75;1;1000;11;40940;1;Z;5;F
637;danette;grand format;0x;Z5O;0;pour 5 personnes ;50;1;1000;11;40940;1;Z;5;O
638;Big bad wolf;grand format;0x;Z5G;0;pour 6 personnes;90;1;1000;11;40940;1;Z;5;G
639;Poisson rouche;grand format;0x;Z5H;0;"glace pilée/fluo

";90;1;1000;11;40940;1;Z;5;H
640;Ugc villeneuve d'Ascq;bonnes adresses;0x;X1;1;verre sangria ;12;1;65;5;40940;1;X;1;
641;Bellegem fritje huise;bonnes adresses;0x;X10;1;verre sangria ;12;1;65;5;40210;1;X;10;
642;Pellerin;freaky;0x;L11;1;verre bocal;15;1;50;4;40210;1;L;11;
643;Lotus bleu;bonnes adresses;0x;X11;1;verre sangria ;12;1;50;5;40940;1;X;11;
644;La motte brulee;bonnes adresses;0x;X13;1;verre coupe a glace /shaker ;12;1;50;5;40940;1;X;13;
645;Molotaff;mojito party;0x;M44;1;"verre ginto/menthe fraiche/piler/broyeur/verre à pied/glace pilée

";12;1;50;5;40940;1;M;44;
646;Billau Paintball ;bonnes adresses;0x;X15;1;verre cabernet ;12;1;50;5;40940;1;X;15;
647;Health nutrition;bonnes adresses;0x;X16;1;verre monster /10 mix b86(z2s);15;1;75;7;40940;1;X;16;
648;Gedeon gym vaulx;bonnes adresses;0x;X17;1;skull;13;1;50;4;40940;1;X;17;
649;L'oasis de Panne;bonnes adresses;0x;X18;1;"verre palladio

";13;1;50;4;40940;1;X;18;
650;Le petit château Mouscron;bonnes adresses;0x;X19;1;verre bartender ;13;1;50;4;40949;1;X;19;
651;Oh lounge koksijde;bonnes adresses;0x;X2;1;verre tiki gd ;12;1;65;5;40210;1;X;2;
652;Fernez et Fernez Baudour;freaky;0x;L14;1;verre diamant lg/facon freaky/bien melanger ;15;1;50;4;40909;1;L;14;
653;Den atelier luxembourg ville;bonnes adresses;0x;X21;1;verre sangria ;12;1;50;6;40940;1;X;21;
654;Fleur de tonnerre ;bonnes adresses;0x;X22;1;verre cabernet /melanger ;12;1;50;5;40909;1;X;22;
655;Dolce vita kortrijk;bonnes adresses;0x;X23;1;verre cognac ;12;1;50;6;40940;1;X;23;
656;Bar à tapa's bruxelles;bonnes adresses;0x;X24;1;verre bartender /shaker fort ;12;1;50;5;40940;1;X;24;
657;Lacet bleu Tournai;bonnes adresses;0x;X25;1;verre monster ;15;1;75;7;40940;1;X;25;
658;Jardin de Majorelle Tournai;bonnes adresses;0x;X26;1;verre cabernet ;12;1;50;5;40940;1;X;26;
659;Café d'Anvers;bonnes adresses;0x;X27;1;verre palladio;13;1;50;4;40940;1;X;27;
660;Coco Bongo;bonnes adresses;0x;X28;1;verre palladio/2s kiwi+10cl mix z2 margarita+2 cr banane+fanta citron;13;1;50;4;40940;1;X;28;
661;La petite madeleine Tournai;bonnes adresses;0x;X29;0;;12;1;50;6;40940;1;X;29;
662;Chez Mia kooiegem;bonnes adresses;0x;X3;1;verre bartender ;13;1;65;5;40210;1;X;3;
663;Cafedraal Brugge;bonnes adresses;0x;X30;1;"skull/3 pipettes

";13;1;50;5;41275;1;X;30;
664;Volcra;Sweety;0x;S52;1;verre organique-monster ;15;1;75;7;41518;1;S;52;
665;vregqrshy;;0x;X330;0;;0;1;50;6;41487;1;X;330;
666;Resto R à Roubaix;bonnes adresses;0x;X33;1;verre bartender ;13;1;50;4;41562;1;X;33;
667;Mon Liban Tournai;bonnes adresses;0x;X34;1;"verre sangria /shaker hors pisang

";12;1;50;5;41487;1;X;34;
668;Azalée;freaky;0x;L55;1;verre palladio;15;1;50;5;41562;1;L;55;
669;Tomorrowland;bonnes adresses;0x;X4;1;verre palladio;13;1;50;4;40210;1;X;4;
670;Arche de Noé tournai;bonnes adresses;0x;X5;1;skull;15;1;75;7;40210;1;X;5;
671;Walibi wavre;bonnes adresses;0x;X6;1;verre cabernet ;12;1;50;5;40210;1;X;6;
672;Euro disney land Paris;bonnes adresses;0x;X7;1;"verre cabernet/shaker

";12;1;50;5;40210;1;X;7;
673;Hard rock bruxelles;bonnes adresses;0x;X8;1;"skull/shaker

";13;1;50;5;40940;1;X;8;
674;ice-kimo;bonnes adresses;0x;X9;1;verre sangria ;12;1;50;5;40210;1;X;9;
675;The boyz;hardcore;0x;Y0A;1;verre weizenbeer ;25;1;75;7;40210;1;Y;0;A
676;Red Hot chili peppers ;culturalisation;0x;Y10;1;"glace pilée/fluo

";13;1;75;7;40940;1;Y;10;
677;Quoicoubeh;Mocktail;0x;A110;1;"verre pot de chambre 

";10;1;100;8;40940;1;A;110;
678;Nirvana;culturalisation;0x;Y12;1;"shaker

";12;1;65;5;40940;1;Y;12;
679;Bob Marley;culturalisation;0x;Y13;1;;12;1;50;5;40940;1;Y;13;
680;The Hu;culturalisation;0x;Y14;1;;12;1;75;7;40940;1;Y;14;
681;White Rabbit ;mojito party;0x;M21;1;"verre bartender/facon mojito/glace pilée

";12;1;50;5;40940;1;M;21;
682;The Cure ;culturalisation;0x;Y16;1;"shaker

";12;1;50;5;40940;1;Y;16;
683;Placebo;culturalisation;0x;Y17;1;dans shaker 6cl mix Z2o(colada)+5 genievre+jus ananas+shaker fort;12;1;50;5;40940;1;Y;17;
684;Marshmellow;culturalisation;0x;Y18;1;;12;1;50;5;40940;1;Y;18;
685;Jim morrison;culturalisation;0x;Y19;1;;12;1;50;6;40940;1;Y;19;
686;Ausweis;hardcore;0x;Y0C;1;verre weizenbeer ;25;1;50;7;40210;1;Y;0;C
687;Caravan Palace;culturalisation;0x;Y20;1;shaker;12;1;50;5;40940;1;Y;20;
688;Lindsey Stirling;culturalisation;0x;Y21;1;"glace pilée/fluo

";13;1;75;7;40940;1;Y;21;
689;Chatouille moi le nenuphar;les anecdotiques;0x;V74;1;verre organique-monster ;15;1;75;7;40940;1;V;74;
690;Björk;culturalisation;0x;Y23;1;"shaker/verre à pied/glace pilée

";13;1;50;4;40940;1;Y;23;
691;Horribulus;mojito party;0x;M49;1;skull/3 pipettes absynthe ;12;1;50;6;40940;1;M;49;
692;Divorce;Sweety;0x;S43;1;;15;1;75;7;40940;1;S;43;
693;Kurt Cobain;culturalisation;0x;Y26;1;;12;1;50;6;40940;1;Y;26;
694;Gorillaz;culturalisation;0x;Y27;1;dans shaker 6cl mix Z2o(colada)+3 tequila+5 vodka+jus pamplemousse+shaker fort+1 s orgeat;13;1;75;7;40940;1;Y;27;
695;Boule et Bill;freaky;0x;L12;1;verre bocal/facon freaky/bien melanger ;15;1;75;7;40940;1;L;12;
696;The Cranberries group;culturalisation;0x;Y29;1;;13;1;50;5;40940;1;Y;29;
697;Vecna;hardcore;0x;Y0E;1;verre monster ecrase ;25;1;75;7;40210;1;Y;0;E
698;Portishead;culturalisation;0x;Y30;1;dans shaker 6cl mix Z2o(colada)+2L.caramel+4 vodka+4 rhum+jus banane+shaker fort;13;1;50;4;40940;1;Y;30;
699;Daft Punk;culturalisation;0x;Y31;1;verre palladio/bibite;13;1;50;4;40940;1;Y;31;
700;Dessert;freaky;0x;L18;1;verre diamant lg/facon freaky/bien melanger ;15;1;50;4;40940;1;L;18;
701;Wafel FACTORY;freaky;0x;L13;1;verre strier ;15;1;75;7;41197;1;L;13;
702;Soft cell;culturalisation;0x;Y34;1;;12;1;50;6;41197;1;Y;34;
703;Killer boulet;freaky;0x;L50;1;verre cognac ;15;1;50;4;41518;1;L;50;
704;Cruise control;freaky;0x;L51;1;verre strier;15;1;50;4;41559;1;L;51;
705;Guns N' Roses;culturalisation;0x;Y37;1;;12;1;50;6;40940;1;Y;37;
706;Scarlette;Sweety;0x;S44;1;"shaker

";15;1;50;4;41577;1;S;44;
707;Fée verte;hardcore;0x;Y0H;1;"verre monster /3 pipettes absynthe

";25;1;50;7;40210;1;Y;0;H
708;Mikflik;Sweety;0x;S42;1;"glace pilée

";15;1;75;7;40210;1;S;42;
709;Die antwoord;culturalisation;0x;Y6;1;;12;1;50;6;40940;1;Y;6;
710;Satan est parmi nous ;freaky;0x;L17;1;verre diamant lg /facon freaky/bien melanger ;15;1;75;7;40940;1;L;17;
711;Massive attack;culturalisation;0x;Y8;1;;12;1;50;6;40940;1;Y;8;
712;Prodigy;culturalisation;0x;Y9;1;;12;1;50;6;40940;1;Y;9;
1508;Doornik sour ;jackdanielserie;0x;F7R;1;verre coupe glace/shaker sans la sangria qui est à verser en dernier ;13;1;65;5;;1;F;7;R
714;Colgate;shootserie en mise en bouche;0x;Z21;0;;4;1;5;14;41562;1;Z;21;
715;MEGA shooter 25cl Minions team;megashooter;0x;Z4E;1;megashooter ;12,5;1;150;9;41561;0;Z;4;E
716;Tinkiete pikette;shootserie en mise en bouche;0x;Z26;1;shooter;4;1;5;14;41561;1;Z;26;
717;Metallica;culturalisation;0x;Y39;1;dans shaker 8cl mix Z2o(colada)+3amaretto+5rhum+jus ananas+shaker fort;13;1;50;4;41579;1;Y;39;
718;shoot biroute;shootserie en mise en bouche;0x;Z6;0;shooter 7cl;0;1;5;14;40299;1;Z;6;
719;Transcendance;Sweety;0x;S8;1;verre weizenbeer ;15;1;75;7;41821;1;S;8;
720;Brutus;signature;0x;B82;1;verre fiole/attention mx.15cl.jus framboise pour les couts ;15;1;50;6;41791;1;B;82;
721;Spartiate;hardcore;0x;Y0M;1;verre monster;25;1;50;7;41821;1;Y;0;M
722;Graine de plasir;Sweety;0x;S9;1;verre bartender/ glace pilée;15;1;50;4;41832;1;S;9;
723;shoot  harakiri flambe dans la bouche ;shootserie en mise en bouche;0x;Z7;1;shooter/ serviette/briquet;4;1;5;14;40179;1;Z;7;
724;shoot tequila salberiser(boom-boom);shootserie en mise en bouche;0x;Z8;1;sel/citron;5;1;5;14;25204;0;Z;8;
725;shoot tequila paff;shootserie en mise en bouche;0x;Z9;0;carton;5;1;5;14;40179;1;Z;9;
726;shoot liqueur pop corn ;shootserie en mise en bouche;0x;Z10;0;briquet;3;1;5;14;36557;1;Z;10;
727;Darling cherie;tequilaterie;0x;J13;1;verre margarita + brochettes zeste orange et cerises marascin;12;1;35;3;41791;1;J;13;
728;The inked kitty;Sweety;0x;S11;1;verre palladio;15;1;50;4;44306;1;S;11;
729;Ceci n est pas une pipe;les anecdotiques;0x;V2;1;verre cabernet;12;1;50;6;41852;1;V;2;
730;Martinique mojito;mojito party;0x;M39;1;verre bartender ;13;1;50;6;41897;1;M;39;
731;Tybalt;mojito party;0x;M30;1;verre bartender/facon mojito;13;1;50;4;39918;1;M;30;
732;Rustique ;signature;0x;B32;1;verre bartender ;13;1;50;4;41902;1;B;32;
733;valentonine ;pharmacocktailerie;0x;C2;1;verre bartender/shaker + bleu en dernier hors shaker ;12;1;50;5;41902;1;C;2;
734;i want to kill your father ;tequilaterie;0x;J21;1;verre bartender /10 mix z2;12;1;50;6;41902;1;J;21;
735;Parle à ma main;les anecdotiques;0x;V77;1;verre chimiste;12;1;65;5;41902;1;V;77;
736;Porn-pornstar (3-4 pers.);bulles;0x;G57;1;shaker sur glacon la mixture sans le champagne et verser dans vase 4 pers. en decos demi fruit de la passion simplement pose avec 1 bouteille de Drappier + bibitteS+ etincelles   ;100;1;1000;11;41902;1;G;57;
737;Vit.D-3;pharmacocktailerie;0x;C30;1;verre tiki pt ;12;1;50;5;41902;1;C;30;
738;Prolaps de la Stroumphette;pharmacocktailerie;0x;C38;1;verre palladio;13;1;50;4;41902;1;C;38;
739;Merengue;rhumerie;0x;I64;1;verre sangria /shaker fort ;12;1;50;5;41902;1;I;64;
740;Salvatore Dali;mojito party;0x;M8;1;verre disque/facon mojito;15;1;75;7;41902;1;M;8;
741;Clitoris polyglotte;Sweety;0x;S50;1;verre monster ;15;1;75;7;41902;1;S;50;
742;ile de Pag;bulles;0x;G24;1;verre weizenbeer ;13;1;75;7;41902;1;G;24;
743;iphone plus mouffles;bulles;0x;G52;1;verre weizenbeer ;13;1;75;7;41903;1;G;52;
744;liqueur creme brulee maison;bar;0x;Z0E;0;;60;1;100;10;41275;0;Z;0;E
745;mix diabolito;mixture;0x;Z2;0;;50;1;200;15;41275;0;Z;2;
746;mix lime litre;mixture;0x;Z2B;0;;12,5;1;100;10;41275;0;Z;2;B
747;mixB1C3C15 litre;mixture;0x;Z2C;0;verser 8cl de la mixture/cocktails;25;1;100;10;41275;0;Z;2;C
748;mixE13 litre;mixture;0x;Z2D;0;E13:10cl mix+energy+cava;25;1;100;10;41275;0;Z;2;D
749;mixB51D39P17 litre;mixture;0x;Z2E;0;"b51:2cl s.fram/8cl mixt/j. frai

d39:2cl s bblegum/2cl L.ananas/8cl mixture/j.frai

M8:2cl s.violette+2cl L.barbepapa+8cl mixt

n22:2cl s.fram/8cl mixt/allonger j.frai+qdc rouge

+d84+p17";25;1;100;10;41275;0;Z;2;E
750;mixSangria maison classique4.4L;mixture;0x;Z2Y;0;;50;1;150;9;41275;0;Z;2;Y
751;mixE18/litre;mixture;0x;Z2G;0;versez 10cl mixt E18.....allonger limonade;25;1;100;10;41275;0;Z;2;G
752;mixBastard;mixture;0x;Z2H;0;"15cl mix pour 

b93-v10-g27-v57-p40-m16";25;1;200;15;41275;0;Z;2;H
753;mixTGV litre;mixture;0x;Z2I;0;;30;1;100;10;41275;0;Z;2;I
754;mixB2/demi litre;mixture;0x;Z2F;0;"verser 10 cl

allonger jus d'orange";20;1;100;10;41275;0;Z;2;F
755;mixF23/litre;mixture;0x;Z2K;0;façon mojito, versez 8cl du mixt/ allonger  nalu frost;25;1;100;10;41275;0;Z;2;K
1393;speedball;freaky;0x;L40;1;verre strier/facon freaky/bien melanger ;15;1;50;4;;1;L;40;
757;Mojito XL nature ou fruite;mojito party;0x;M4H;1;brouette/jus fruit 2CL et Sirop fruit1cl au choix en plus  si fruite ;35;1;1000;11;41913;1;M;4;H
758;Cuba libre event;les oublies;0x;Z9F;0;;0;1;35;3;41913;1;Z;9;F
759;Small Pina colada;after-workers;0x;F0F;1;verre after 25cl/shaker + cerise facon colada;7,5;1;35;3;41913;1;F;0;F
760;Elle a touche mon popol;hardcore;0x;Y2G;1;verre monster ;25;1;75;7;41913;1;Y;2;G
761;Stalacbite;les anecdotiques;0x;P2;1;verre palladio;13;1;50;4;41913;1;P;2;
762;The cailloux bye Joey;Sweety;0x;P3;1;verre monster ;15;1;75;7;41913;1;P;3;
763;assortiment de 4 shoot du moment ;shootserie en mise en bouche;0x;Z19;1;;9;1;5;14;41913;0;Z;19;
764;liqueur cafe maison;bar;0x;Z0;0;;0,1;1;150;9;41640;0;Z;0;
765;liqueur pistache maison;bar;0x;Z0A;0;;0,1;1;150;9;41640;0;Z;0;A
766;Gantoise;ginto&Co;0x;K11;1;"verre ginto/.sec et floral

avec zeste de citron vert, jaune et d orange

bonbon nenette";15;1;65;5;41640;1;K;11;
767;Gin Bombay Sapphire botanique;ginto&Co;0x;K11E;1;"verre ginto/a la cuillere delicatement 

servir avec tranche de citron vert-citron jaune et orange. 

peut etre servis avec schweppes premium mixer orignal";15;1;65;5;41640;1;K;11;E
768;Corpse reviver 3;ginto&Co;0x;K11O;1;verre palladio;15;1;65;5;41640;1;K;11;O
769;The Ultimate Tom Collins ;ginto&Co;0x;K11C;1;"verre  ginto/ a la cuillere delicatement 

avec tranches de citron jaune et  de citron vert pressé";15;1;50;4;41640;1;K;11;C
770;Bom-bom;ginto&Co;0x;K11D;1;verre ginto/quartier de fraises coupees;15;1;50;6;41640;1;K;11;D
771;gin london n1 botanique;ginto&Co;0x;K11Z;0;a la cuillere delicatement ;20;1;65;5;41640;1;K;11;Z
772;mixB12/litre;mixture;0x;Z2M;0;b12: 10cl mixture + limonade;25;1;100;10;41944;0;Z;2;M
773;AVAconda;signature;0x;B86;1;verre weizenbeer/10 mix Z2s(b86)+energy+mousseux+2 vdk rouge + jus fraise ;13;1;75;7;41944;1;B;86;
774;mixCointreausure/ litre;mixture;0x;Z2N;0;10cl mixture;25;1;150;9;41944;0;Z;2;N
